date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:48:28	101345/101345	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:27%20GMT	https://www.bartshealth.nhs.uk/patient-information-leaflets	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/patient-information-leaflets.html	(from https://www.bartshealth.nhs.uk/)
01:48:28	73760/73760	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:27%20GMT	https://www.bartshealth.nhs.uk/patients-and-visitors	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/patients-and-visitors.html	(from https://www.bartshealth.nhs.uk/)
01:48:29	75857/75857	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:28%20GMT	https://www.bartshealth.nhs.uk/our-hospitals	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/our-hospitals.html	(from https://www.bartshealth.nhs.uk/)
01:48:29	91498/91498	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:28%20GMT	https://www.bartshealth.nhs.uk/st-bartholomews	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/st-bartholomews.html	(from https://www.bartshealth.nhs.uk/)
01:48:29	95299/95299	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:29%20GMT	https://www.bartshealth.nhs.uk/the-royal-london	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/the-royal-london.html	(from https://www.bartshealth.nhs.uk/)
01:48:30	80117/80117	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:29%20GMT	https://www.bartshealth.nhs.uk/mile-end	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/mile-end.html	(from https://www.bartshealth.nhs.uk/)
01:48:31	94758/94758	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:30%20GMT	https://www.bartshealth.nhs.uk/whipps-cross	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/whipps-cross.html	(from https://www.bartshealth.nhs.uk/)
01:48:31	88316/88316	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:30%20GMT	https://www.bartshealth.nhs.uk/newham	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/newham.html	(from https://www.bartshealth.nhs.uk/)
01:48:32	72036/72036	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:30%20GMT	https://www.bartshealth.nhs.uk/appointments	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/appointments.html	(from https://www.bartshealth.nhs.uk/)
01:48:32	76494/76494	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:32%20GMT	https://www.bartshealth.nhs.uk/your-inpatient-stay	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/your-inpatient-stay.html	(from https://www.bartshealth.nhs.uk/)
01:48:33	71100/71100	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:33%20GMT	https://www.bartshealth.nhs.uk/changing-or-cancelling-an-appointment	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/changing-or-cancelling-an-appointment.html	(from https://www.bartshealth.nhs.uk/)
01:48:33	72298/72298	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:33%20GMT	https://www.bartshealth.nhs.uk/pals	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/pals.html	(from https://www.bartshealth.nhs.uk/)
01:48:34	71693/71693	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:33%20GMT	https://www.bartshealth.nhs.uk/complaints	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/complaints.html	(from https://www.bartshealth.nhs.uk/)
01:48:34	70874/70874	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:34%20GMT	https://www.bartshealth.nhs.uk/interpreting-services	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/interpreting-services.html	(from https://www.bartshealth.nhs.uk/)
01:48:35	80382/80382	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:34%20GMT	https://www.bartshealth.nhs.uk/chaplaincy	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/chaplaincy.html	(from https://www.bartshealth.nhs.uk/)
01:48:35	70079/70079	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:34%20GMT	https://www.bartshealth.nhs.uk/private-and-overseas-patients	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/private-and-overseas-patients.html	(from https://www.bartshealth.nhs.uk/)
01:48:35	72067/72067	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:35%20GMT	https://www.bartshealth.nhs.uk/should-i-go-to-ae	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/should-i-go-to-ae.html	(from https://www.bartshealth.nhs.uk/)
01:48:36	68743/68743	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:35%20GMT	https://www.bartshealth.nhs.uk/transport	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/transport.html	(from https://www.bartshealth.nhs.uk/)
01:48:36	70840/70840	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:35%20GMT	https://www.bartshealth.nhs.uk/feedback	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/feedback.html	(from https://www.bartshealth.nhs.uk/)
01:48:37	70919/70919	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:37%20GMT	https://www.bartshealth.nhs.uk/heroes	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/heroes.html	(from https://www.bartshealth.nhs.uk/)
01:48:37	72167/72167	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:37%20GMT	https://www.bartshealth.nhs.uk/joinus	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/joinus.html	(from https://www.bartshealth.nhs.uk/)
01:48:38	74981/74981	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:37%20GMT	https://www.bartshealth.nhs.uk/working-at-our-hospitals	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/working-at-our-hospitals.html	(from https://www.bartshealth.nhs.uk/)
01:48:38	76175/76175	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:38%20GMT	https://www.bartshealth.nhs.uk/working-at-the-royal-london	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/working-at-the-royal-london.html	(from https://www.bartshealth.nhs.uk/)
01:48:38	75377/75377	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:38%20GMT	https://www.bartshealth.nhs.uk/working-at-st-barts	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/working-at-st-barts.html	(from https://www.bartshealth.nhs.uk/)
01:48:39	75365/75365	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:39%20GMT	https://www.bartshealth.nhs.uk/working-at-mile-end	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/working-at-mile-end.html	(from https://www.bartshealth.nhs.uk/)
01:48:39	75023/75023	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:39%20GMT	https://www.bartshealth.nhs.uk/working-in-newham	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/working-in-newham.html	(from https://www.bartshealth.nhs.uk/)
01:48:40	75019/75019	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:39%20GMT	https://www.bartshealth.nhs.uk/working-at-whipps-cross	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/working-at-whipps-cross.html	(from https://www.bartshealth.nhs.uk/)
01:48:40	86295/86295	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:40%20GMT	https://www.bartshealth.nhs.uk/career-paths	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/career-paths.html	(from https://www.bartshealth.nhs.uk/)
01:48:41	74278/74278	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:40%20GMT	https://www.bartshealth.nhs.uk/support-services	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/support-services.html	(from https://www.bartshealth.nhs.uk/)
01:48:41	72218/72218	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:40%20GMT	https://www.bartshealth.nhs.uk/bank-staff	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/bank-staff.html	(from https://www.bartshealth.nhs.uk/)
01:48:41	74451/74451	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:41%20GMT	https://www.bartshealth.nhs.uk/leadership	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/leadership.html	(from https://www.bartshealth.nhs.uk/)
01:48:42	75755/75755	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:41%20GMT	https://www.bartshealth.nhs.uk/medical-and-dental	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/medical-and-dental.html	(from https://www.bartshealth.nhs.uk/)
01:48:42	75152/75152	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:42%20GMT	https://www.bartshealth.nhs.uk/healthcare-scientists	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/healthcare-scientists.html	(from https://www.bartshealth.nhs.uk/)
01:48:43	73922/73922	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:42%20GMT	https://www.bartshealth.nhs.uk/allied-health-professionals	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/allied-health-professionals.html	(from https://www.bartshealth.nhs.uk/)
01:48:43	72225/72225	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:42%20GMT	https://www.bartshealth.nhs.uk/recruitment-open-days	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/recruitment-open-days.html	(from https://www.bartshealth.nhs.uk/)
01:48:44	80730/80730	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:43%20GMT	https://www.bartshealth.nhs.uk/wxh-recruitment-open-days	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/wxh-recruitment-open-days.html	(from https://www.bartshealth.nhs.uk/)
01:48:44	88960/88960	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:43%20GMT	https://www.bartshealth.nhs.uk/rlh-recruitment-open-days	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/rlh-recruitment-open-days.html	(from https://www.bartshealth.nhs.uk/)
01:48:44	75614/75614	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:43%20GMT	https://www.bartshealth.nhs.uk/career-development	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/career-development.html	(from https://www.bartshealth.nhs.uk/)
01:48:45	82381/82381	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:45%20GMT	https://www.bartshealth.nhs.uk/apprenticeships	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/apprenticeships.html	(from https://www.bartshealth.nhs.uk/)
01:48:45	70406/70406	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:45%20GMT	https://www.bartshealth.nhs.uk/nursing-graduates	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/nursing-graduates.html	(from https://www.bartshealth.nhs.uk/)
01:48:46	70333/70333	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:45%20GMT	https://www.bartshealth.nhs.uk/overseas-nurses	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/overseas-nurses.html	(from https://www.bartshealth.nhs.uk/)
01:48:46	69016/69016	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:46%20GMT	https://www.bartshealth.nhs.uk/gps-and-health-partners	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/gps-and-health-partners.html	(from https://www.bartshealth.nhs.uk/)
01:48:47	64347/64347	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:46%20GMT	https://www.bartshealth.nhs.uk/urgent-gp-information	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/urgent-gp-information.html	(from https://www.bartshealth.nhs.uk/)
01:48:47	73922/73922	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:47%20GMT	https://www.bartshealth.nhs.uk/key-contacts-for-gps	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/key-contacts-for-gps.html	(from https://www.bartshealth.nhs.uk/)
01:48:47	69273/69273	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:47%20GMT	https://www.bartshealth.nhs.uk/nhs-e-referral-service	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/nhs-e-referral-service.html	(from https://www.bartshealth.nhs.uk/)
01:48:48	70257/70257	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:47%20GMT	https://www.bartshealth.nhs.uk/primary-care-team	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/primary-care-team.html	(from https://www.bartshealth.nhs.uk/)
01:48:48	72297/72297	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:48%20GMT	https://www.bartshealth.nhs.uk/non-urgent-advice-and-guidance	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/non-urgent-advice-and-guidance.html	(from https://www.bartshealth.nhs.uk/)
01:48:49	66486/66486	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:48%20GMT	https://www.bartshealth.nhs.uk/referrals	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/referrals.html	(from https://www.bartshealth.nhs.uk/)
01:48:49	73584/73584	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:49%20GMT	https://www.bartshealth.nhs.uk/referral-forms	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/referral-forms.html	(from https://www.bartshealth.nhs.uk/)
01:48:50	68336/68336	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:49%20GMT	https://www.bartshealth.nhs.uk/written-and-exception-referrals	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/written-and-exception-referrals.html	(from https://www.bartshealth.nhs.uk/)
01:48:50	82914/82914	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:49%20GMT	https://www.bartshealth.nhs.uk/news	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/news.html	(from https://www.bartshealth.nhs.uk/)
01:48:50	67333/67333	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:50%20GMT	https://www.bartshealth.nhs.uk/press-office	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/press-office.html	(from https://www.bartshealth.nhs.uk/)
01:48:51	78364/78364	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:50%20GMT	https://www.bartshealth.nhs.uk/fast-facts	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/fast-facts.html	(from https://www.bartshealth.nhs.uk/)
01:48:51	75871/75871	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:50%20GMT	https://www.bartshealth.nhs.uk/barts-health-life	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/barts-health-life.html	(from https://www.bartshealth.nhs.uk/)
01:48:52	67804/67804	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:52%20GMT	https://www.bartshealth.nhs.uk/get-involved	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/get-involved.html	(from https://www.bartshealth.nhs.uk/)
01:48:52	84045/84045	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:52%20GMT	https://www.bartshealth.nhs.uk/volunteer-with-us	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/volunteer-with-us.html	(from https://www.bartshealth.nhs.uk/)
01:48:53	70349/70349	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:52%20GMT	https://www.bartshealth.nhs.uk/dementia-buddies	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/dementia-buddies.html	(from https://www.bartshealth.nhs.uk/)
01:48:53	70379/70379	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:53%20GMT	https://www.bartshealth.nhs.uk/shop-and-trolley-roles	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/shop-and-trolley-roles.html	(from https://www.bartshealth.nhs.uk/)
01:48:53	70687/70687	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:53%20GMT	https://www.bartshealth.nhs.uk/meeters-and-greeters	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/meeters-and-greeters.html	(from https://www.bartshealth.nhs.uk/)
01:48:54	70171/70171	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:53%20GMT	https://www.bartshealth.nhs.uk/patient-evaluation-champion	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/patient-evaluation-champion.html	(from https://www.bartshealth.nhs.uk/)
01:48:54	70033/70033	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:54%20GMT	https://www.bartshealth.nhs.uk/barts-charity	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/barts-charity.html	(from https://www.bartshealth.nhs.uk/)
01:48:55	71022/71022	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:54%20GMT	https://www.bartshealth.nhs.uk/patient-champions	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/patient-champions.html	(from https://www.bartshealth.nhs.uk/)
01:48:55	69769/69769	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:54%20GMT	https://www.bartshealth.nhs.uk/takepart	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/takepart.html	(from https://www.bartshealth.nhs.uk/)
01:48:56	76212/76212	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:55%20GMT	https://www.bartshealth.nhs.uk/other-ways-to-get-involved-with-research	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/other-ways-to-get-involved-with-research.html	(from https://www.bartshealth.nhs.uk/)
01:48:56	73792/73792	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:55%20GMT	https://www.bartshealth.nhs.uk/events	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/events.html	(from https://www.bartshealth.nhs.uk/)
01:48:57	77225/77225	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:55%20GMT	https://www.bartshealth.nhs.uk/our-charities	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/our-charities.html	(from https://www.bartshealth.nhs.uk/)
01:48:57	67507/67507	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:57%20GMT	https://www.bartshealth.nhs.uk/become-a-member	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/become-a-member.html	(from https://www.bartshealth.nhs.uk/)
01:48:57	71185/71185	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:48:57%20GMT	https://www.bartshealth.nhs.uk/museums-and-archives	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/museums-and-archives.html	(from https://www.bartshealth.nhs.uk/)
01:49:02	84343/84343	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Nov%202017%2000:49:01%20GMT	https://www.bartshealth.nhs.uk/the-royal-london-hospital-museum-and-archives	C:/Users/Monique/Desktop/program/royal/royal/www.bartshealth.nhs.uk/the-royal-london-hospital-museum-and-archives.html	(from https://www.bartshealth.nhs.uk/)
